NAME,N_DEATH_ILL,TTL_MDCR_SPND,MDCR_SPND_INP,MDCR_SPND_OUTP,MDCR_SPND_LTC,MDCR_SPND_HOME,MDCR_SPND_HSPC,MDCR_SPND_AMBLNC,MDCR_SPND_EQP,MDCR_SPND_OTHER,TTL_PARTB,PARTB_EVAL_MGMT,PARTB_PROCS,PARTB_IMAG,PARTB_TESTS,PARTB_OTHER,HOSP_REIMB_P_DCD,HOSP_DAYS_P_DCD,REIMB_P_PTNT_DAY,HOSP_REIMB_RATIO,HOSP_DAY_RATIO,REIMB_P_DAY_RATIO,MD_PYMT_P_DCD,MD_VISIT_P_DCD,PYMT_P_MD_VISIT,MD_VISIT_PYMT_RATIO,MD_VISIT_RATIO,PYMT_P_VISIT_RATIO,HOSP_BEDS,TTL_IC_BEDS,HI_IC_BEDS,INT_IC_BEDS,MED_SURG_BEDS,SNF_BEDS,TOTAL_FTE,MS_FTE,PC_FTE,MS_PC_RATIO,RNS_REQ,HOSP_DAYS_P_DCD2,TTL_IC_DAYS_P_DCD,HI_IC_DAYS_P_DCD,INT_IC_DAYS_P_DCD,MED_SURG_DAYS_P_DCD,SNF_DAYS_P_DCD,TTL_MD_VISIT_P_DCD,MS_VISIT_P_DCD,PC_VISIT_P_DCD,MS_PC_RATIO_P_DCD,HHA_VISIT_P_DCD,PCT_DTHS_HOSP,PCT_DTHS_W_ICU,PCT_DTHS_HSPC,HSPC_DAYS_P_DCD,PCT_PTNT_10_MD,N_MD_P_DCD,TTL_COPAY_P_DCD,MD_COPAY_P_DCD,EQP_COPAY_P_DCD,QUAL_SCORE,AMI_SCORE,CHF_SCORE,PNEUM_SCORE
Macon GA,3896.0,40177.0,22531.0,6450.0,,1803.0,2548.0,555.0,1448.0,217.0,7381.0,2831.0,,606.0,386.0,1815.0,19986.0,18.3,1093.0,0.9,,0.96,2847.0,52.8,,0.78,0.86,0.9,,11.6,8.6,,38.5,41.6,18.6,6.3,8.5,0.74,44.8,11.0,3.0,2.3,0.7,8.0,,25.1,,12.9,0.79,5.4,,19.1,32.8,16.3,19.5,6.1,2499.0,2075.0,424.0,78.6,83.3,78.1,71.2
Madison WI,4762.0,34833.0,18676.0,5701.0,5610.0,1346.0,1917.0,449.0,1031.0,102.0,5616.0,2145.0,1331.0,504.0,326.0,,16874.0,14.0,1206.0,0.76,0.71,1.06,2187.0,39.4,56.0,0.6,0.64,0.93,38.3,6.7,5.2,1.5,31.6,51.5,14.4,4.4,,,33.0,7.8,1.6,1.3,0.3,6.2,9.1,17.5,,10.2,0.58,4.2,24.9,13.1,28.0,10.5,16.0,5.6,1739.0,,266.0,89.4,94.2,86.8,83.2
Manchester NH,3983.0,40822.0,20336.0,7095.0,7308.0,2402.0,1814.0,831.0,873.0,163.0,7098.0,2897.0,1527.0,560.0,,1720.0,18141.0,15.8,1145.0,0.82,0.81,1.01,2919.0,46.8,62.0,0.8,0.76,1.04,43.4,6.8,5.8,1.0,36.6,57.5,16.9,5.4,7.5,0.72,,9.5,1.7,1.5,0.2,7.8,11.1,22.2,8.2,11.7,0.7,,28.9,14.2,25.9,8.5,,7.2,2115.0,1894.0,222.0,91.3,95.9,92.1,83.2
Manhattan NY,14303.0,81143.0,57360.0,7532.0,8642.0,3621.0,1324.0,971.0,1267.0,,12782.0,6401.0,2350.0,1253.0,758.0,2019.0,51917.0,34.9,1487.0,2.33,1.78,1.31,6405.0,88.3,73.0,1.75,1.44,1.21,95.6,14.6,12.6,2.0,81.0,57.4,,12.4,13.6,0.92,81.7,21.9,4.0,3.6,0.5,17.8,10.1,47.7,23.2,21.0,1.11,10.1,48.5,,14.3,5.3,49.3,,3687.0,3348.0,339.0,86.5,,89.5,74.1
Marquette MI,1557.0,35699.0,,6377.0,3748.0,3449.0,,490.0,1069.0,34.0,5888.0,2233.0,1385.0,466.0,,1612.0,17171.0,13.6,1266.0,0.77,0.69,1.11,2434.0,41.8,58.0,0.66,0.68,0.97,37.2,5.2,4.7,,32.0,36.0,15.5,4.3,7.8,0.55,31.5,7.8,1.3,1.2,,6.5,7.2,18.5,5.8,11.5,0.5,10.0,23.3,10.6,24.5,9.5,,5.5,,1590.0,285.0,88.0,92.9,84.1,82.5
Marshfield WI,,36328.0,,,5522.0,1063.0,1941.0,337.0,,251.0,6885.0,2287.0,1545.0,682.0,426.0,1946.0,17385.0,14.8,1176.0,0.78,0.75,1.04,2337.0,43.1,54.0,0.64,0.7,0.91,40.5,5.8,5.2,0.6,34.8,52.6,15.7,5.0,7.0,0.71,34.4,8.5,1.5,1.3,0.2,7.0,9.5,19.8,7.0,11.1,0.64,2.9,28.6,12.6,24.2,11.3,23.2,6.7,2064.0,1837.0,228.0,91.5,94.0,89.8,88.6
Mason City IA,1219.0,31453.0,16425.0,6743.0,3381.0,,2835.0,344.0,896.0,43.0,4611.0,1721.0,,498.0,194.0,931.0,14908.0,11.1,1337.0,0.67,,1.18,2004.0,36.2,,0.55,0.59,0.93,30.5,4.7,,0.8,25.9,,14.4,3.4,7.8,0.43,26.0,6.1,1.2,1.0,0.2,4.9,4.9,15.1,4.5,9.4,0.48,2.9,15.7,6.3,52.0,15.3,14.1,5.4,1411.0,1189.0,222.0,94.6,98.4,89.9,91.5
McAllen TX,1618.0,67188.0,38821.0,9342.0,7741.0,5014.0,587.0,3037.0,2152.0,494.0,15494.0,5509.0,2452.0,1256.0,860.0,5417.0,33730.0,,1214.0,1.52,1.42,1.07,5571.0,100.5,55.0,1.52,1.64,0.93,76.1,26.6,,9.8,,56.5,32.5,12.3,,0.77,72.2,16.6,6.7,4.4,2.3,9.9,,54.4,25.3,,0.98,15.9,45.2,31.1,12.6,4.3,48.9,10.7,4779.0,,591.0,69.5,77.0,64.7,60.3
Medford OR,2279.0,,18866.0,6287.0,3670.0,1965.0,2599.0,846.0,1414.0,114.0,6547.0,2125.0,1559.0,518.0,310.0,,17212.0,,1433.0,0.77,0.61,1.26,2156.0,37.0,58.0,0.59,0.6,0.97,32.9,7.1,6.1,1.0,25.8,33.3,14.7,4.6,6.7,0.69,29.5,,1.7,1.5,0.2,5.4,6.5,16.0,5.7,9.2,0.62,5.4,24.5,12.9,37.6,15.1,11.5,5.1,2160.0,1786.0,374.0,88.0,95.0,88.1,76.3
Melrose Park IL,5534.0,52939.0,,6958.0,7864.0,2607.0,2879.0,629.0,,220.0,9824.0,4644.0,,723.0,450.0,1923.0,26448.0,22.3,1184.0,1.19,,1.04,4646.0,72.0,64.0,,1.18,1.08,61.2,19.6,11.0,8.6,41.6,53.7,26.2,10.8,10.9,0.99,56.3,13.3,4.7,,1.9,8.5,10.3,,19.1,16.6,1.15,6.1,30.9,20.7,40.5,13.7,40.2,9.4,2892.0,2605.0,287.0,87.4,92.2,87.1,79.6
,9020.0,43185.0,24053.0,6274.0,5713.0,,,671.0,1695.0,255.0,8880.0,3602.0,1763.0,744.0,478.0,2294.0,20626.0,23.8,868.0,,1.21,0.76,3632.0,73.7,49.0,0.99,1.2,0.82,,14.4,10.7,3.7,50.7,45.3,22.7,9.1,9.3,0.98,57.8,14.3,3.7,2.8,,10.6,8.6,40.1,21.2,16.2,1.31,7.8,40.8,20.9,23.6,12.0,29.9,7.8,2945.0,2461.0,485.0,84.0,88.0,,
Meridian MS,1325.0,44904.0,20865.0,5218.0,,2217.0,,688.0,,226.0,6958.0,2677.0,1475.0,615.0,414.0,1777.0,18180.0,,808.0,0.82,1.15,0.71,2852.0,59.6,48.0,0.78,0.97,0.8,61.6,,5.8,2.3,53.6,34.9,18.9,6.7,,0.78,51.1,12.4,2.1,1.6,0.5,,6.3,28.5,,13.9,0.88,5.7,34.0,13.8,,28.1,17.9,5.9,2295.0,1918.0,377.0,87.4,97.1,91.8,68.3
,2365.0,,22939.0,7937.0,5298.0,,5429.0,679.0,1163.0,353.0,10322.0,3737.0,2277.0,1142.0,559.0,2607.0,19752.0,15.9,1246.0,0.89,0.81,1.1,3743.0,58.9,64.0,1.02,0.96,1.06,43.4,18.3,5.6,12.7,25.1,36.3,23.4,,10.0,0.88,40.0,9.5,4.4,1.5,2.8,5.1,,29.7,14.0,14.0,1.0,5.0,21.7,16.6,57.2,24.3,35.6,8.5,2956.0,2655.0,301.0,86.6,92.3,87.1,76.9
Metairie LA,1690.0,59367.0,29210.0,8270.0,11143.0,5376.0,2461.0,989.0,1605.0,312.0,,4559.0,2199.0,931.0,508.0,2818.0,24951.0,23.8,1047.0,1.12,1.22,0.92,4566.0,,55.0,1.24,1.36,0.91,65.3,17.8,10.6,,47.5,,27.3,12.6,9.4,1.34,58.7,14.0,4.5,2.8,1.7,9.5,8.3,,25.9,15.6,,14.1,34.0,21.5,34.4,12.9,41.4,9.4,3310.0,2880.0,430.0,85.5,92.7,,
Miami FL,8097.0,71982.0,39007.0,9271.0,9135.0,5315.0,3586.0,914.0,4279.0,474.0,15040.0,7560.0,2785.0,1434.0,,2368.0,,29.0,1119.0,1.46,1.48,0.99,7561.0,105.7,72.0,2.06,1.72,1.2,79.6,35.2,15.2,20.0,,51.8,36.9,16.7,,1.15,76.1,17.3,8.5,4.1,4.4,8.8,9.2,56.2,31.8,20.7,1.53,18.8,37.3,28.6,36.8,13.2,50.6,10.9,4984.0,3871.0,,,91.6,88.6,
Milwaukee WI,,42189.0,22950.0,6805.0,6882.0,1235.0,2426.0,639.0,1055.0,198.0,8015.0,3006.0,1732.0,682.0,476.0,2119.0,,18.3,1101.0,0.91,0.94,0.97,3010.0,54.3,55.0,0.82,0.89,0.93,50.2,11.5,6.0,,38.7,54.9,,,7.6,1.01,43.5,10.7,2.7,1.6,1.1,8.0,10.5,,13.0,12.2,1.06,3.6,28.5,14.6,33.4,12.7,,7.5,2388.0,2110.0,278.0,88.5,90.9,87.5,85.3
Minneapolis MN,10635.0,38680.0,21367.0,6799.0,6250.0,955.0,2111.0,319.0,796.0,84.0,6450.0,2392.0,1559.0,609.0,,1558.0,19240.0,15.3,,0.87,0.78,1.11,2442.0,44.0,56.0,0.67,0.72,0.93,41.9,6.9,5.9,1.0,35.0,59.5,16.6,4.8,8.2,0.59,36.1,8.6,1.6,1.4,,7.0,,20.3,6.7,12.1,0.56,2.8,26.5,,27.2,11.0,23.0,6.7,1932.0,1728.0,204.0,90.0,95.1,87.6,83.2
Minot ND,845.0,31473.0,16852.0,6515.0,4998.0,791.0,931.0,249.0,1059.0,78.0,,1914.0,1436.0,423.0,214.0,1079.0,15159.0,,1079.0,0.68,,0.95,2109.0,39.7,53.0,,0.65,0.89,,4.6,4.3,0.3,33.8,47.5,13.6,4.4,5.9,0.75,,7.5,1.1,1.0,0.1,6.4,8.7,17.2,,10.3,0.53,3.6,27.1,13.9,15.1,6.4,9.7,,1541.0,1275.0,266.0,95.6,,94.6,90.2
Missoula MT,1958.0,,17571.0,8193.0,4312.0,1581.0,1819.0,,1755.0,148.0,7435.0,1975.0,1642.0,468.0,309.0,3041.0,15876.0,13.0,1224.0,0.71,0.66,1.08,,39.1,52.0,0.56,,0.88,35.5,7.9,6.8,1.1,27.7,44.9,14.6,,6.2,0.8,32.0,7.2,1.8,1.6,0.2,5.4,8.1,16.9,6.8,8.9,0.76,4.8,25.9,,22.2,,11.0,4.9,2462.0,2013.0,449.0,90.8,95.9,,83.9
Mobile AL,3824.0,43298.0,,6088.0,5049.0,2791.0,5284.0,613.0,1560.0,224.0,7856.0,3223.0,1923.0,641.0,437.0,1631.0,18573.0,20.6,903.0,0.84,1.05,0.8,3260.0,63.2,52.0,0.89,1.03,0.86,56.4,14.6,10.0,4.6,,46.8,21.9,9.4,7.9,1.19,50.9,12.0,3.5,2.7,0.9,8.5,8.7,31.0,16.4,12.0,1.37,8.2,31.6,19.5,44.0,27.3,32.8,8.0,2598.0,2167.0,431.0,88.0,,89.4,79.2
Modesto CA,2301.0,,30083.0,7365.0,5296.0,1455.0,1326.0,,1408.0,311.0,9139.0,,1780.0,728.0,481.0,2876.0,27616.0,,,1.24,0.87,1.42,3350.0,53.7,62.0,,0.88,,46.8,14.7,6.1,8.6,,47.5,19.4,7.0,,0.77,41.8,,3.5,1.6,1.9,6.9,9.4,25.0,10.4,13.2,0.79,4.2,35.2,19.8,21.1,8.3,22.3,6.4,2833.0,,377.0,,91.5,,79.8
Monroe LA,1711.0,54199.0,26238.0,7270.0,11535.0,4640.0,1281.0,1258.0,1687.0,,9419.0,3487.0,1943.0,750.0,506.0,2733.0,,24.1,953.0,1.03,1.23,0.84,3682.0,73.3,,1.0,1.2,0.84,65.9,19.9,,7.5,46.0,52.9,23.1,7.9,,0.71,60.6,,4.5,3.0,1.5,9.1,11.2,37.7,15.1,19.6,0.77,16.5,38.4,21.6,21.9,10.7,28.2,7.3,3022.0,2545.0,477.0,77.1,81.6,74.1,71.8
Montgomery AL,2331.0,41461.0,19429.0,7574.0,6640.0,2397.0,2770.0,787.0,1512.0,353.0,9830.0,2839.0,2125.0,854.0,549.0,3463.0,16988.0,16.9,1008.0,0.76,0.86,0.89,,,55.0,0.78,,0.93,46.2,8.1,7.6,0.5,38.1,51.5,,7.1,7.8,0.92,40.5,10.0,2.1,,0.1,7.9,9.3,24.7,10.8,12.1,0.9,7.2,34.3,17.4,31.5,18.6,22.0,6.4,3010.0,2582.0,428.0,79.0,84.1,,
Morgantown WV,2490.0,39797.0,22975.0,,,1602.0,2359.0,720.0,1220.0,137.0,6690.0,2820.0,1359.0,,,,20402.0,19.7,1038.0,0.92,1.0,0.91,2912.0,52.7,55.0,0.79,0.86,0.92,53.9,16.4,6.8,9.6,37.4,42.8,18.7,5.6,9.0,0.62,47.9,11.6,3.8,1.8,2.0,7.8,8.1,25.2,,13.9,,4.2,33.6,20.4,28.0,15.0,22.5,6.5,2178.0,1840.0,338.0,90.6,94.8,,84.9
